Date,Consumption
05/04/2019,61.6
05/05/2019,121.04
05/06/2019,58.71
05/07/2019,122.3
05/08/2019,116.62
05/09/2019,137.47
05/10/2019,127.16
05/11/2019,87.86
05/12/2019,72.46
05/13/2019,142.84
05/14/2019,97.51
05/15/2019,74.51
05/16/2019,123.29
05/17/2019,148.59
05/18/2019,60.14
05/19/2019,192.45
05/20/2019,178.06
05/21/2019,60.7
05/22/2019,97.28
05/23/2019,135.98
05/24/2019,99.06
05/25/2019,124.3
05/26/2019,74.81
05/27/2019,166.61
05/28/2019,75.79
05/29/2019,82.14
05/30/2019,73.25
05/31/2019,63
06/01/2019,132.63
06/02/2019,175.7
06/03/2019,121.1
06/04/2019,95.98
06/05/2019,118.82
06/06/2019,97.82
06/07/2019,117.21
06/08/2019,83
06/09/2019,181.64
06/10/2019,127.13
06/11/2019,183.66
06/12/2019,196.15
06/13/2019,88.76
06/14/2019,120.04
06/15/2019,89.96
06/16/2019,144.57
06/17/2019,192.73
06/18/2019,97.59
06/19/2019,81
06/20/2019,159.58
06/21/2019,116.71
06/22/2019,167.79
06/23/2019,184.16
06/24/2019,82.05
06/25/2019,95.12
06/26/2019,138.36
06/27/2019,157.2
06/28/2019,100.01
06/29/2019,147.92
06/30/2019,76.61
07/01/2019,138.33
07/02/2019,105.45
07/03/2019,118.76
07/04/2019,179.01
07/05/2019,119.31
07/06/2019,57.93
07/07/2019,152.12
07/08/2019,62.83
07/09/2019,104.89
07/10/2019,103.52
07/11/2019,120.11
07/12/2019,127.92
07/13/2019,138.58
07/14/2019,160.41
07/15/2019,64.84
07/16/2019,161.06
07/17/2019,147.58
07/18/2019,185.31
07/19/2019,160.66
07/20/2019,147.97
07/21/2019,112.4
07/22/2019,83.04
07/23/2019,126.46
07/24/2019,150.01
07/25/2019,148.93
07/26/2019,66.19
07/27/2019,182.8
07/28/2019,149.4
07/29/2019,62.67
07/30/2019,140.94
07/31/2019,127.15
08/01/2019,155.48
08/02/2019,79.64
08/03/2019,169.16
08/04/2019,177.68
08/05/2019,68.33
08/06/2019,131.32
08/07/2019,111.75
08/08/2019,81.14
08/09/2019,159.82
08/10/2019,101.69
08/11/2019,118.57
08/12/2019,101.98
08/13/2019,113.39
08/14/2019,173.11
08/15/2019,98.43
08/16/2019,122.23
08/17/2019,149.47
08/18/2019,75.63
08/19/2019,165.73
08/20/2019,136.73
08/21/2019,91.66
08/22/2019,59.21
08/23/2019,58.27
08/24/2019,125.02
08/25/2019,160.96
08/26/2019,160.47
08/27/2019,96.54
08/28/2019,141.85
08/29/2019,90.25
08/30/2019,107.39
08/31/2019,124.78
09/01/2019,119.94
09/02/2019,78.95
09/03/2019,113.1
09/04/2019,110.88
09/05/2019,71.52
09/06/2019,118.21
09/07/2019,65.49
09/08/2019,63.15
09/09/2019,120.85
09/10/2019,90.92
09/11/2019,159.52
09/12/2019,156.3
09/13/2019,159.2
09/14/2019,67.3
09/15/2019,141.43
09/16/2019,146.43
09/17/2019,138.22
09/18/2019,88.12
09/19/2019,150.01
09/20/2019,93.86
09/21/2019,154.18
09/22/2019,104.52
09/23/2019,100.77
09/24/2019,78.47
09/25/2019,127.82
09/26/2019,83.03
09/27/2019,136.93
09/28/2019,89.36
09/29/2019,146.84
09/30/2019,139.71
10/01/2019,83.76
10/02/2019,112.91
10/03/2019,73.93
10/04/2019,67.13
10/05/2019,102.85
10/06/2019,57.7
10/07/2019,66.36
10/08/2019,143.73
10/09/2019,63.67
10/10/2019,58.81
10/11/2019,143.37
10/12/2019,90.31
10/13/2019,105.83
10/14/2019,94.82
10/15/2019,61.53
10/16/2019,100.79
10/17/2019,67.95
10/18/2019,62.38
10/19/2019,112.27
10/20/2019,108.56
10/21/2019,120.68
10/22/2019,91.39
10/23/2019,129.64
10/24/2019,94.85
10/25/2019,74.76
10/26/2019,70.85
10/27/2019,59.45
10/28/2019,130.09
10/29/2019,85.8
10/30/2019,126.48
10/31/2019,58.15
11/01/2019,89.43
11/02/2019,110.71
11/03/2019,67.89
11/04/2019,73.23
11/05/2019,95.37
11/06/2019,107.21
11/07/2019,91.88
11/08/2019,81.87
11/09/2019,94.73
11/10/2019,82.78
11/11/2019,76.56
11/12/2019,73.74
11/13/2019,58.42
11/14/2019,91.29
11/15/2019,77.73
11/16/2019,94.79
11/17/2019,76.84
11/18/2019,83.64
11/19/2019,98.3
11/20/2019,73.1
11/21/2019,58.76
11/22/2019,102.71
11/23/2019,102.53
11/24/2019,66.41
11/25/2019,99.91
11/26/2019,74.4
11/27/2019,76.95
11/28/2019,85.76
11/29/2019,83.88
11/30/2019,75.39
12/01/2019,85.08
12/02/2019,69.02
12/03/2019,62.9
12/04/2019,69.88
12/05/2019,61.76
12/06/2019,70.24
12/07/2019,62.78
12/08/2019,65.94
12/09/2019,61.57
12/10/2019,64.72
12/11/2019,65.39
12/12/2019,58.67
12/13/2019,58.41
12/14/2019,57.29
12/15/2019,57.21
12/16/2019,54.66
12/17/2019,47.01
12/18/2019,54.13
12/19/2019,48.52
12/20/2019,48.98
12/21/2019,56.87
12/22/2019,43.2
12/23/2019,14.96
12/24/2019,39.42
12/25/2019,-1.44
12/26/2019,29.64
12/27/2019,11.47
12/28/2019,27.34
12/29/2019,-23.84
12/30/2019,36.85
12/31/2019,30.96
