Date,Consumption
08/25/2019,141.07
08/26/2019,70.44
08/27/2019,158.14
08/28/2019,69.82
08/29/2019,116.23
08/30/2019,79.74
08/31/2019,139.96
09/01/2019,147.46
09/02/2019,124.61
09/03/2019,81.9
09/04/2019,146.18
09/05/2019,161.33
09/06/2019,147.6
09/07/2019,61.16
09/08/2019,91.41
09/09/2019,118.5
09/10/2019,157.01
09/11/2019,61.6
09/12/2019,150.75
09/13/2019,80.24
09/14/2019,89.75
09/15/2019,73.52
09/16/2019,71.93
09/17/2019,124.15
09/18/2019,59.69
09/19/2019,73.68
09/20/2019,117.24
09/21/2019,124.01
09/22/2019,88.84
09/23/2019,100.82
09/24/2019,149.46
09/25/2019,138.61
09/26/2019,73.01
09/27/2019,112.22
09/28/2019,125.84
09/29/2019,77.05
09/30/2019,94.82
10/01/2019,67.02
10/02/2019,60.5
10/03/2019,72.59
10/04/2019,135.07
10/05/2019,151.92
10/06/2019,92.39
10/07/2019,133.17
10/08/2019,144.55
10/09/2019,127.95
10/10/2019,80.82
10/11/2019,86.87
10/12/2019,83.64
10/13/2019,94.77
10/14/2019,85.56
10/15/2019,72.24
10/16/2019,62.4
10/17/2019,140.26
10/18/2019,80.12
10/19/2019,126.6
10/20/2019,87.14
10/21/2019,107.98
10/22/2019,103.75
10/23/2019,106.16
10/24/2019,79.61
10/25/2019,122.61
10/26/2019,66.19
10/27/2019,129.63
10/28/2019,94.8
10/29/2019,89.18
10/30/2019,76.98
10/31/2019,129.03
11/01/2019,91.75
11/02/2019,106.08
11/03/2019,58.71
11/04/2019,120.4
11/05/2019,125.47
11/06/2019,60.2
11/07/2019,102.44
11/08/2019,74.63
11/09/2019,68.88
11/10/2019,105.08
11/11/2019,85.16
11/12/2019,93.56
11/13/2019,83.94
11/14/2019,111.39
11/15/2019,74.83
11/16/2019,97.34
11/17/2019,76.45
11/18/2019,63.79
11/19/2019,83.51
11/20/2019,61.1
11/21/2019,62.66
11/22/2019,107.86
11/23/2019,64.78
11/24/2019,90.74
11/25/2019,74.66
11/26/2019,70.03
11/27/2019,67.55
11/28/2019,84.31
11/29/2019,74.84
11/30/2019,88.19
12/01/2019,76.5
12/02/2019,60.11
12/03/2019,87.82
12/04/2019,82.08
12/05/2019,66.89
12/06/2019,81.75
12/07/2019,62.63
12/08/2019,72.21
12/09/2019,72.72
12/10/2019,66.12
12/11/2019,65.97
12/12/2019,60.2
12/13/2019,61.03
12/14/2019,58.04
12/15/2019,56.75
12/16/2019,54.33
12/17/2019,55.9
12/18/2019,56.51
12/19/2019,49.51
12/20/2019,50.04
12/21/2019,28.97
12/22/2019,28.25
12/23/2019,48.67
12/24/2019,14.55
12/25/2019,18.06
12/26/2019,28.67
12/27/2019,45.59
12/28/2019,40.63
12/29/2019,-41
12/30/2019,51.03
12/31/2019,-125.33
